date,Artibonite,Centre,Grande_Anse,Nippes,Nord,Nord-Est,Nord-Ouest,Ouest,Sud,Sud-Est
2018-01-20,0.616074057584827,1.27522450276902,1.09692848707562,0.685337971569381,0.179780959325368,0.313910948414201,0.63097425844298,1.23218297106725,1.09100369332779,0.147300917458339
2018-01-21,1.40600863551801,4.5370433382542,0.00822086789907872,0.0202688705638002,0.5418787389694,0.125072136672213,0.000179354452488978,0.36982317480111,0,0
2018-01-22,0.52873423907651,0,0.0451657160382824,0,0.318718223220218,0,2.33211512262765,0,7.2635725710605e-07,0
2018-01-23,0,0,0,0,0,0,0,0,0,0
2018-01-24,0,0,0.0395267390318924,0,0,0,0,0,0.114935568575743,0
2018-01-25,0.286285938870557,0.634674084990251,3.15151329496638,2.85272102170679,0.223916111163783,0.351999942156699,0.000420671251771669,0.460965604605125,1.43839481926121,0.0770129717971839
2018-01-26,0.767252444804891,2.78902228907721,0.575076832304687,0.242882428656656,0.833167250488526,0.624382157212242,0.882692979495972,1.85041057080452,0.690328006205517,0.631037339002778
2018-01-27,1.24019900088961,0.263698191522373,1.9827853407361,2.07201739285309,0.650703485393825,0.0116458400291744,2.25281547624381,0.313297342810689,1.18286565420926,0.170228341624387
2018-01-28,0,0.361693260130646,0,0,0.000208281108543395,0.00380468020513982,0.0666671672042115,0.00637674496695561,0,0
2018-01-29,0.0204921058887387,0.0793173323588841,0,0,0.0403914025968923,0.0745755997328923,0.00255934424893568,0.0526480522138068,0,0.000340199254903863
2018-01-30,0.0192570759123591,0.121691887564567,0,0.0611570585585319,0.0070305334200156,0,0,0,0.277302002339648,0
2018-01-31,0.259570653936056,0.233750205779026,1.27648716109044,0.113267734479908,0.0396770464210571,0,0.336216755264391,0.177632262065107,1.60687996894625,0.050560125349066
2018-02-01,0,0.000992921173173083,0.117346130027538,0.200503224755624,0,0,0,4.86111527756114e-06,0.154714511269081,0.000886999807298236
2018-02-02,0,0,0,0,0,0,0,0,0,0
2018-02-03,0,0,0,0,0.014636298953862,0.0102820647686422,0,0,0,0
2018-02-04,0,0,0.00140290926165081,0,0,0,0,0,0.0156374939335109,0
2018-02-05,0,0,0,0,0,0,0,0,0,0
2018-02-06,0,0,0,0,0,0,0,0,0,0
2018-02-07,0,0,0,0,0,0,0,0,0,0
2018-02-08,0,0,0,0,0,0,0,0,0.000411003907160183,0
2018-02-09,0.0084815301185566,2.86964102736175e-05,0.25840436170734,0.124789677828355,0,1.6843985891063e-05,0,0.00154252767166901,0.14700382347956,0
2018-02-10,0.365885793867479,0.136926155554287,0,0,0.00250331917687828,0.00663871875656351,0,0.0309410708922556,0,0
2018-02-11,0.631528212696169,0,0,0,0,0,0,0.223381215171393,0,0
2018-02-12,7.77336843121213e-05,0.0102854426452179,0,0,0,0,0.000720516143385343,0.000177433841807747,0,0
2018-02-13,0,0.00127365060895413,0,0,0,0.0034220365673649,0,0.013214153567273,0,0.00317888995691519
2018-02-14,7.72803006205844e-05,0.0109076251629554,0,0,0.0036401390113306,0.0119245989366852,0.12770993287528,0,0,0
2018-02-15,0,0,0,0,0,0,0,0,0.000926662587065345,0
2018-02-16,0,0,0,0,0,0,0,0,0,0
2018-02-17,0,0,0,0,0,0,0,0,0,0
2018-02-18,0,0,0.00193821042954702,0,0,0,0,0,0,0
2018-02-19,0,0,0,0,0,0,0,0,0,0
2018-02-20,0,0,0,0,0,0,0.00421392909244926,0,0,0
2018-02-21,0,0,0,0,0,0,0,0,0,0
2018-02-22,0.0330937865090968,0.0206089951741992,0,0,0.0222025617541937,0.00769942534336905,0.216191289458833,0.00184582760894013,0,0
2018-02-23,0,0,0.0285967149060533,0.0261342669159218,0,0,0.0018173494082926,0,0.333881988219003,0
2018-02-24,1.27082157982591,4.89327408335653,1.7890167373416,0.0895881779515425,0,0,0.00787949349785319,10.3983493439738,10.9657941862078,3.97604574376636
2018-02-25,3.99178809160974,10.464326794133,2.15215108635462,0.927010329883266,0.0500612061179186,0.0930032694760354,2.81779152368193e-05,26.2177354000189,6.42455172507412,9.63940537545419
2018-02-26,0.14273300477937,2.56326384369476,0.00323429195599085,11.7833236511169,0.331883820213478,0.532516748805897,0.000881781918667688,10.7128047076708,2.88385465403939,10.7195052280407
2018-02-27,0.102404282438229,0.993734560069826,0.00020545478171508,2.74578229908666,1.79392042961937,0.0917826712688598,0.109812748243128,9.31495564952672,0.373437326450069,18.3915629090131
2018-02-28,0,0,0,0.0199739182660962,0,0,0.00764356128935077,0.515781319686743,0.00819992393349615,0.148082045977568
2018-03-01,0,0,0,0,0,0,0,4.79591784716846e-06,0,0
2018-03-02,0,0,0,0,0,0,0,0,0,0
2018-03-03,0,0,0.0115271846336123,0,0,0,0,0,0.00201151944377831,3.92101774777841e-05
2018-03-04,0,0.00371274664753307,0.124975598242224,0.124577734130673,0,0.116149363860494,0,0,0.00013308149994735,0
2018-03-05,0,0,0,0,0,0,0,0,0,0
2018-03-06,0,0,0,0,0,0,0,0,0,0
2018-03-07,0,0,0,0,0,0,0,0,0,0
2018-03-08,0,0.0102396233866546,0.00360504132288109,0,0,0,0,0,0,0
2018-03-09,0.00395122426041745,1.16106006134782,0,0,0.259365210351068,1.49617043449756,0,1.75729512740778,0,0
2018-03-10,0,0,0,0,0.00154812221608777,0.240984790728267,0,0,0,0
2018-03-11,0,0,0,0,0,0,0,0,0,0
2018-03-12,0,0,0,0,0,0,0,0,0,0
2018-03-13,0,0,0,0,0,0,0,0,0,0
2018-03-14,0,0,0,0,0,0,0,0,0,0
2018-03-15,0.00326271664100357,0,1.93585453171615,0.683806770420005,1.02008510466387,0,1.37704803502156,0.0648706747618048,2.32703870877089,0
2018-03-16,0.0010798863914137,0,0.00029076274058064,0.0149333602006852,0.863827249640431,1.10841385338818,0.0369087587219986,0.085037863871577,0,0
2018-03-17,1.60860139497146,0.123010946367023,2.46194345085662,0,0.0374573063857419,4.46556908633722,0.00305742456129948,0.0191299122797842,1.43205089851984,0.000104938184194387
2018-03-18,0.0120233675915323,0.000855762848517468,0,0,0.00366556410699482,0.000327380624445919,0.0227760440146708,0.0363829399466155,0,5.24690920971935e-05
2018-03-19,0,0,0,0,0,0,0,0,0,0
2018-03-20,0.00514353744181465,0.004630292583538,0,0,0,0,0.0230527153778611,0,0,0
2018-03-21,0.131532295354446,0.0165224247557078,0.676904523319848,0.00526700558863302,0.0283460629179856,0.279293526715105,0.0646351246109364,0,0.0235741023358502,0
